Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [kn]	Wdir [°]	Altitude [m]	Geo Pot [m']
876       	594.3   	-3.62 	18   	31.6    	269     	4337.2      	4329.9      
877       	594.0   	-3.65 	18   	31.7    	269     	4341.2      	4334.0      
878       	593.7   	-3.68 	18   	31.8    	269     	4345.3      	4338.0      
879       	593.4   	-3.71 	18   	31.8    	269     	4349.4      	4342.1      
880       	593.1   	-3.74 	18   	31.9    	269     	4353.5      	4346.1      
881       	592.8   	-3.76 	18   	32.0    	269     	4357.5      	4350.2      
882       	592.5   	-3.79 	18   	32.1    	269     	4361.6      	4354.3      
883       	592.2   	-3.82 	18   	32.2    	269     	4365.7      	4358.3      
884       	591.9   	-3.85 	18   	32.3    	269     	4369.8      	4362.4      
885       	591.5   	-3.87 	18   	32.4    	269     	4373.8      	4366.5      
886       	591.2   	-3.90 	18   	32.4    	269     	4377.9      	4370.5      
887       	590.9   	-3.93 	18   	32.5    	269     	4382.0      	4374.6      
888       	590.6   	-3.96 	18   	32.6    	269     	4386.1      	4378.7      
889       	590.3   	-3.99 	18   	32.7    	269     	4390.1      	4382.7      
890       	590.0   	-4.01 	18   	32.8    	269     	4394.1      	4386.7      
891       	589.7   	-4.04 	18   	32.9    	269     	4398.1      	4390.7      
892       	589.4   	-4.07 	18   	33.0    	269     	4402.0      	4394.6      
893       	589.1   	-4.09 	19   	33.0    	269     	4406.0      	4398.6      
894       	588.8   	-4.12 	19   	33.1    	269     	4410.0      	4402.5      
895       	588.6   	-4.14 	19   	33.2    	269     	4414.0      	4406.5      
896       	588.3   	-4.17 	19   	33.3    	270     	4418.0      	4410.5      
897       	588.0   	-4.20 	19   	33.3    	270     	4421.9      	4414.4      
898       	587.7   	-4.22 	19   	33.4    	270     	4425.9      	4418.4      
899       	587.4   	-4.25 	19   	33.5    	270     	4429.9      	4422.4      
900       	587.1   	-4.27 	19   	33.6    	271     	4433.9      	4426.3      
901       	586.8   	-4.30 	19   	33.6    	271     	4437.8      	4430.3      
902       	586.5   	-4.32 	19   	33.7    	271     	4441.8      	4434.3      
903       	586.2   	-4.35 	19   	33.8    	271     	4445.8      	4438.2      
904       	585.9   	-4.37 	19   	33.9    	271     	4449.8      	4442.2      
905       	585.6   	-4.40 	19   	34.0    	272     	4453.7      	4446.2      
906       	585.3   	-4.42 	19   	34.0    	272     	4457.7      	4450.1      
907       	585.0   	-4.45 	19   	34.1    	272     	4461.7      	4454.1      
908       	584.7   	-4.48 	19   	34.2    	272     	4465.7      	4458.1      
909       	584.4   	-4.50 	19   	34.3    	273     	4469.6      	4462.0      
910       	584.1   	-4.53 	19   	34.4    	273     	4473.6      	4466.0      
911       	583.8   	-4.56 	19   	34.5    	273     	4477.6      	4470.0      
912       	583.5   	-4.59 	19   	34.5    	273     	4481.6      	4473.9      
913       	583.2   	-4.61 	19   	34.6    	273     	4485.5      	4477.9      
914       	582.9   	-4.64 	19   	34.6    	273     	4489.5      	4481.9      
915       	582.7   	-4.67 	19   	34.6    	273     	4493.5      	4485.8      
916       	582.4   	-4.70 	19   	34.6    	273     	4497.5      	4489.8      
917       	582.1   	-4.72 	19   	34.5    	273     	4501.4      	4493.8      
918       	581.8   	-4.75 	19   	34.5    	273     	4505.4      	4497.7      
919       	581.5   	-4.78 	19   	34.5    	273     	4509.4      	4501.7      
920       	581.2   	-4.81 	19   	34.5    	273     	4513.3      	4505.6      
921       	580.9   	-4.84 	19   	34.4    	272     	4517.2      	4509.5      
922       	580.6   	-4.86 	19   	34.4    	272     	4521.1      	4513.4      
923       	580.3   	-4.89 	19   	34.4    	272     	4525.0      	4517.2      
924       	580.0   	-4.92 	19   	34.4    	272     	4528.9      	4521.1      
925       	579.8   	-4.94 	19   	34.4    	272     	4532.8      	4525.0      
926       	579.5   	-4.96 	19   	34.3    	272     	4536.6      	4528.9      
927       	579.2   	-4.99 	19   	34.3    	272     	4540.5      	4532.8      
928       	578.9   	-5.01 	19   	34.3    	271     	4544.4      	4536.7      
929       	578.6   	-5.03 	19   	34.3    	271     	4548.3      	4540.5      
930       	578.3   	-5.06 	19   	34.3    	271     	4552.2      	4544.4      
931       	578.0   	-5.08 	19   	34.2    	271     	4556.1      	4548.3      
932       	577.8   	-5.10 	19   	34.2    	271     	4560.0      	4552.2      
933       	577.5   	-5.12 	19   	34.2    	271     	4563.9      	4556.1      
934       	577.2   	-5.15 	19   	34.2    	271     	4567.8      	4560.0      
935       	576.9   	-5.17 	19   	34.3    	270     	4571.7      	4563.8      
936       	576.6   	-5.19 	19   	34.4    	270     	4575.6      	4567.7      
937       	576.3   	-5.22 	19   	34.5    	270     	4579.5      	4571.6      
938       	576.0   	-5.24 	19   	34.5    	269     	4583.4      	4575.5      
939       	575.8   	-5.26 	19   	34.6    	269     	4587.3      	4579.4      
940       	575.5   	-5.28 	19   	34.7    	269     	4591.2      	4583.3      
941       	575.2   	-5.30 	19   	34.8    	268     	4595.0      	4587.1      
942       	574.9   	-5.30 	19   	34.8    	268     	4598.9      	4591.0      
943       	574.6   	-5.31 	19   	34.9    	268     	4602.8      	4594.9      
944       	574.3   	-5.32 	19   	35.0    	267     	4606.7      	4598.8      
945       	574.0   	-5.33 	19   	35.1    	267     	4610.6      	4602.7      
946       	573.8   	-5.34 	19   	35.2    	267     	4614.5      	4606.6      
947       	573.5   	-5.34 	19   	35.2    	266     	4618.4      	4610.4      
948       	573.2   	-5.35 	19   	35.3    	266     	4622.3      	4614.3      
949       	572.9   	-5.36 	19   	35.4    	266     	4626.2      	4618.2      
950       	572.7   	-5.37 	18   	35.5    	265     	4629.6      	4621.6      
951       	572.4   	-5.38 	18   	35.6    	265     	4633.0      	4625.0      
952       	572.2   	-5.38 	18   	35.7    	265     	4636.4      	4628.4      
953       	571.9   	-5.39 	18   	35.8    	265     	4639.8      	4631.8      
954       	571.7   	-5.40 	18   	35.9    	264     	4643.2      	4635.2      
955       	571.4   	-5.41 	18   	35.9    	264     	4646.6      	4638.6      
956       	571.2   	-5.42 	18   	36.0    	264     	4650.0      	4642.0      
957       	570.9   	-5.42 	18   	36.1    	264     	4653.4      	4645.4      
958       	570.7   	-5.43 	18   	36.2    	264     	4656.8      	4648.8      
959       	570.4   	-5.44 	18   	36.2    	264     	4660.2      	4652.2      
960       	570.2   	-5.45 	18   	36.3    	263     	4663.6      	4655.6      
961       	569.9   	-5.45 	18   	36.4    	263     	4667.0      	4659.0      
962       	569.7   	-5.46 	18   	36.5    	263     	4670.5      	4662.4      
963       	569.4   	-5.47 	18   	36.5    	263     	4673.9      	4665.8      
964       	569.2   	-5.48 	18   	36.6    	263     	4677.3      	4669.2      
965       	568.9   	-5.48 	18   	36.7    	263     	4680.7      	4672.6      
966       	568.7   	-5.49 	18   	36.8    	263     	4684.1      	4676.0      
967       	568.5   	-5.50 	18   	36.8    	262     	4687.5      	4679.4      
968       	568.2   	-5.50 	18   	36.9    	262     	4690.9      	4682.8      
969       	568.0   	-5.51 	18   	37.0    	262     	4694.3      	4686.2      
970       	567.7   	-5.52 	18   	37.1    	262     	4697.7      	4689.6      
971       	567.5   	-5.53 	18   	37.2    	262     	4701.1      	4693.0      
972       	567.2   	-5.53 	18   	37.2    	262     	4704.5      	4696.4      
973       	567.0   	-5.54 	18   	37.3    	262     	4707.9      	4699.8      
974       	566.7   	-5.56 	18   	37.4    	261     	4711.4      	4703.2      
975       	566.5   	-5.57 	18   	37.5    	261     	4714.8      	4706.6      
976       	566.2   	-5.59 	18   	37.5    	262     	4718.2      	4710.0      
977       	566.0   	-5.60 	18   	37.6    	262     	4721.6      	4713.4      
978       	565.8   	-5.62 	18   	37.7    	262     	4725.0      	4716.8      
979       	565.5   	-5.63 	18   	37.8    	262     	4728.4      	4720.2      
980       	565.2   	-5.65 	18   	37.8    	262     	4732.3      	4724.1      
981       	564.9   	-5.66 	18   	37.9    	262     	4736.2      	4728.0      
982       	564.7   	-5.68 	18   	38.0    	262     	4740.1      	4731.8      
983       	564.4   	-5.69 	18   	38.0    	263     	4744.0      	4735.7      
984       	564.1   	-5.70 	19   	38.1    	263     	4747.9      	4739.6      
985       	563.8   	-5.72 	19   	38.2    	263     	4751.7      	4743.5      
986       	563.5   	-5.73 	19   	38.3    	263     	4755.6      	4747.3      
987       	563.3   	-5.75 	19   	38.3    	263     	4759.5      	4751.2      
988       	563.0   	-5.76 	19   	38.4    	263     	4763.4      	4755.1      
989       	562.7   	-5.78 	19   	38.5    	263     	4767.3      	4759.0      
990       	562.4   	-5.80 	19   	38.6    	263     	4771.2      	4762.8      
991       	562.2   	-5.83 	19   	38.6    	264     	4775.0      	4766.7      
992       	561.9   	-5.85 	19   	38.7    	264     	4778.9      	4770.6      
993       	561.6   	-5.87 	19   	38.8    	264     	4782.8      	4774.5      
994       	561.3   	-5.90 	19   	38.9    	264     	4786.7      	4778.3      
995       	561.0   	-5.92 	19   	38.9    	264     	4790.6      	4782.2      
996       	560.8   	-5.94 	19   	39.1    	264     	4794.5      	4786.1      
997       	560.5   	-5.97 	19   	39.2    	264     	4798.4      	4790.0      
998       	560.2   	-5.99 	19   	39.3    	264     	4802.2      	4793.8      
999       	559.9   	-6.01 	20   	39.4    	264     	4806.1      	4797.7      
1000      	559.7   	-6.04 	20   	39.6    	264     	4810.0      	4801.6      
1001      	559.4   	-6.06 	20   	39.7    	264     	4813.9      	4805.5      
1002      	559.1   	-6.08 	20   	39.8    	264     	4817.8      	4809.3      
1003      	558.8   	-6.11 	20   	40.0    	264     	4821.7      	4813.2      
1004      	558.5   	-6.13 	20   	40.1    	264     	4825.5      	4817.1      
1005      	558.3   	-6.15 	20   	40.2    	264     	4829.4      	4820.9      
1006      	558.0   	-6.18 	20   	40.3    	264     	4833.3      	4824.8      
1007      	557.7   	-6.21 	20   	40.5    	264     	4837.2      	4828.7      
1008      	557.4   	-6.23 	20   	40.6    	264     	4841.1      	4832.6      
1009      	557.1   	-6.26 	20   	40.7    	264     	4845.0      	4836.5      
1010      	556.8   	-6.29 	20   	40.8    	264     	4849.5      	4840.9      
1011      	556.5   	-6.32 	20   	41.0    	264     	4853.9      	4845.4      
1012      	556.2   	-6.34 	20   	41.1    	264     	4858.3      	4849.8      
1013      	555.9   	-6.37 	20   	41.2    	264     	4862.8      	4854.2      
1014      	555.6   	-6.40 	20   	41.4    	264     	4867.2      	4858.7      
1015      	555.3   	-6.42 	20   	41.5    	264     	4871.7      	4863.1      
1016      	555.0   	-6.45 	20   	41.5    	264     	4876.1      	4867.5      
1017      	554.6   	-6.48 	20   	41.5    	264     	4880.5      	4871.9      
1018      	554.3   	-6.50 	20   	41.5    	264     	4885.0      	4876.4      
1019      	554.0   	-6.53 	21   	41.5    	264     	4889.4      	4880.8      
1020      	553.7   	-6.56 	21   	41.5    	264     	4893.9      	4885.2      
1021      	553.4   	-6.58 	21   	41.5    	264     	4898.3      	4889.7      
1022      	553.1   	-6.60 	21   	41.5    	264     	4902.8      	4894.1      
1023      	552.8   	-6.62 	21   	41.6    	264     	4907.2      	4898.5      
1024      	552.4   	-6.63 	21   	41.6    	264     	4911.6      	4902.9      
1025      	552.1   	-6.65 	21   	41.6    	263     	4916.1      	4907.4      
1026      	551.8   	-6.66 	21   	41.6    	263     	4920.5      	4911.8      
1027      	551.5   	-6.68 	21   	41.6    	263     	4925.0      	4916.2      
1028      	551.2   	-6.70 	21   	41.6    	263     	4929.4      	4920.7      
1029      	550.9   	-6.71 	21   	41.6    	263     	4933.8      	4925.1      
1030      	550.6   	-6.73 	21   	41.6    	263     	4938.3      	4929.5      
1031      	550.3   	-6.75 	21   	41.6    	263     	4942.7      	4934.0      
1032      	549.9   	-6.76 	21   	41.6    	263     	4947.2      	4938.4      
1033      	549.6   	-6.78 	21   	41.6    	263     	4951.6      	4942.8      
1034      	549.3   	-6.80 	21   	41.6    	263     	4956.0      	4947.2      
1035      	549.0   	-6.81 	21   	41.6    	263     	4960.5      	4951.7      
1036      	548.7   	-6.83 	21   	41.6    	263     	4964.9      	4956.1      
1037      	548.4   	-6.85 	21   	41.5    	263     	4969.4      	4960.5      
1038      	548.1   	-6.87 	21   	41.4    	263     	4973.8      	4965.0      
1039      	547.7   	-6.90 	21   	41.3    	262     	4978.3      	4969.4      
1040      	547.4   	-6.93 	21   	41.2    	262     	4983.2      	4974.4      
1041      	547.0   	-6.96 	21   	41.1    	262     	4988.2      	4979.4      
1042      	546.7   	-6.99 	21   	41.0    	262     	4993.3      	4984.4      
1043      	546.3   	-7.02 	21   	40.9    	262     	4998.3      	4989.4      
1044      	546.0   	-7.05 	21   	40.8    	262     	5003.3      	4994.4      
1045      	545.7   	-7.08 	21   	40.7    	262     	5008.3      	4999.3      
1046      	545.3   	-7.11 	21   	40.6    	262     	5013.3      	5004.3      
1047      	545.0   	-7.14 	21   	40.4    	262     	5018.3      	5009.3      
1048      	544.6   	-7.17 	21   	40.3    	262     	5023.3      	5014.3      
1049      	544.3   	-7.20 	21   	40.2    	262     	5028.3      	5019.3      
1050      	543.9   	-7.23 	21   	40.1    	262     	5033.3      	5024.3      
1051      	543.6   	-7.26 	21   	40.0    	262     	5038.3      	5029.3      
1052      	543.2   	-7.29 	21   	39.9    	261     	5043.3      	5034.3      
1053      	542.9   	-7.33 	21   	39.8    	261     	5048.3      	5039.3      
1054      	542.5   	-7.36 	21   	39.7    	261     	5053.4      	5044.3      
1055      	542.2   	-7.40 	21   	39.6    	261     	5058.4      	5049.3      
1056      	541.8   	-7.44 	21   	39.5    	261     	5063.4      	5054.3      
1057      	541.5   	-7.48 	21   	39.5    	261     	5068.4      	5059.3      
1058      	541.1   	-7.52 	21   	39.6    	261     	5073.4      	5064.3      
1059      	540.8   	-7.56 	22   	39.7    	261     	5078.4      	5069.3      
1060      	540.4   	-7.60 	22   	39.7    	261     	5083.4      	5074.3      
1061      	540.1   	-7.63 	22   	39.8    	260     	5088.4      	5079.3      
1062      	539.7   	-7.67 	22   	39.9    	260     	5093.4      	5084.3      
1063      	539.4   	-7.71 	22   	40.0    	260     	5098.4      	5089.3      
1064      	539.0   	-7.75 	22   	40.1    	260     	5103.4      	5094.3      
1065      	538.7   	-7.79 	22   	40.2    	260     	5108.4      	5099.3      
1066      	538.3   	-7.83 	22   	40.3    	259     	5113.5      	5104.2      
1067      	538.0   	-7.87 	22   	40.4    	259     	5118.5      	5109.2      
1068      	537.7   	-7.91 	22   	40.5    	259     	5123.5      	5114.2      
1069      	537.3   	-7.95 	22   	40.6    	259     	5128.5      	5119.2      
1070      	537.0   	-7.99 	22   	40.6    	259     	5133.5      	5124.2      
1071      	536.6   	-8.03 	22   	40.7    	259     	5138.3      	5129.0      
1072      	536.3   	-8.07 	22   	40.8    	258     	5143.1      	5133.8      
1073      	536.0   	-8.11 	22   	40.9    	258     	5147.9      	5138.7      
1074      	535.6   	-8.15 	22   	41.0    	258     	5152.8      	5143.5      
1075      	535.3   	-8.19 	22   	41.1    	258     	5157.6      	5148.3      
1076      	535.0   	-8.23 	22   	41.2    	258     	5162.4      	5153.1      
1077      	534.6   	-8.27 	22   	41.3    	258     	5167.2      	5157.9      
1078      	534.3   	-8.31 	22   	41.2    	258     	5172.1      	5162.7      
1079      	534.0   	-8.35 	22   	41.0    	258     	5176.9      	5167.5      
1080      	533.6   	-8.39 	22   	40.8    	258     	5181.7      	5172.3      
1081      	533.3   	-8.43 	22   	40.6    	258     	5186.5      	5177.1      
1082      	533.0   	-8.47 	22   	40.4    	258     	5191.4      	5182.0      
1083      	532.7   	-8.51 	22   	40.2    	258     	5196.2      	5186.8      
1084      	532.3   	-8.55 	22   	40.0    	258     	5201.0      	5191.6      
1085      	532.0   	-8.59 	22   	39.8    	258     	5205.8      	5196.4      
1086      	531.7   	-8.63 	22   	39.6    	258     	5210.7      	5201.2      
1087      	531.3   	-8.67 	22   	39.5    	258     	5215.5      	5206.0      
1088      	531.0   	-8.71 	22   	39.3    	258     	5220.3      	5210.8      
1089      	530.7   	-8.75 	22   	39.1    	258     	5225.1      	5215.6      
1090      	530.3   	-8.79 	22   	38.9    	258     	5229.9      	5220.4      
1091      	530.0   	-8.83 	22   	38.7    	258     	5234.8      	5225.3      
1092      	529.7   	-8.87 	22   	38.5    	258     	5239.6      	5230.1      
1093      	529.4   	-8.91 	22   	38.3    	258     	5244.4      	5234.9      
1094      	529.0   	-8.95 	22   	38.1    	258     	5249.2      	5239.7      
1095      	528.7   	-8.99 	23   	37.9    	258     	5254.1      	5244.5      
1096      	528.4   	-9.03 	23   	37.7    	258     	5258.9      	5249.3      
1097      	528.0   	-9.07 	23   	37.5    	258     	5263.7      	5254.1      
1098      	527.7   	-9.11 	23   	37.3    	258     	5268.5      	5258.9      
1099      	527.4   	-9.15 	23   	37.2    	258     	5273.4      	5263.7      
1100      	527.1   	-9.19 	23   	37.1    	258     	5278.2      	5268.5      
1101      	526.8   	-9.23 	23   	37.0    	258     	5282.5      	5272.9      
1102      	526.5   	-9.25 	23   	37.0    	258     	5286.9      	5277.3      
1103      	526.2   	-9.27 	23   	36.9    	258     	5291.3      	5281.7      
1104      	525.9   	-9.29 	23   	36.8    	258     	5295.7      	5286.0      
1105      	525.6   	-9.32 	23   	36.7    	258     	5300.1      	5290.4      
1106      	525.3   	-9.34 	23   	36.6    	258     	5304.5      	5294.8      
1107      	525.0   	-9.36 	23   	36.6    	258     	5308.9      	5299.2      
1108      	524.7   	-9.38 	23   	36.5    	258     	5313.3      	5303.6      
1109      	524.4   	-9.41 	23   	36.4    	257     	5317.7      	5307.9      
1110      	524.1   	-9.43 	23   	36.3    	257     	5322.1      	5312.3      
1111      	523.8   	-9.45 	23   	36.2    	257     	5326.5      	5316.7      
1112      	523.5   	-9.47 	23   	36.1    	257     	5330.9      	5321.1      
1113      	523.2   	-9.49 	23   	36.1    	257     	5335.3      	5325.5      
1114      	522.9   	-9.52 	23   	36.0    	257     	5339.7      	5329.9      
1115      	522.6   	-9.54 	23   	35.9    	257     	5344.0      	5334.2      
1116      	522.3   	-9.56 	23   	35.8    	257     	5348.4      	5338.6      
1117      	522.0   	-9.58 	22   	35.7    	257     	5352.8      	5343.0      
1118      	521.7   	-9.60 	22   	35.7    	257     	5357.2      	5347.4      
1119      	521.4   	-9.61 	22   	35.7    	257     	5361.6      	5351.8      
1120      	521.1   	-9.63 	22   	35.9    	257     	5366.0      	5356.1      
1121      	520.8   	-9.65 	22   	36.1    	258     	5370.4      	5360.5      
1122      	520.5   	-9.66 	22   	36.3    	258     	5374.8      	5364.9      
1123      	520.2   	-9.68 	22   	36.5    	258     	5379.2      	5369.3      
1124      	519.9   	-9.70 	22   	36.7    	258     	5383.6      	5373.7      
1125      	519.6   	-9.71 	22   	36.9    	258     	5388.0      	5378.0      
1126      	519.3   	-9.73 	22   	37.1    	258     	5392.4      	5382.4      
1127      	519.0   	-9.75 	22   	37.3    	259     	5396.8      	5386.8      
1128      	518.7   	-9.76 	22   	37.5    	259     	5401.2      	5391.2      
1129      	518.4   	-9.78 	22   	37.7    	259     	5405.5      	5395.6      
1130      	518.1   	-9.79 	22   	37.9    	259     	5410.0      	5400.0      
1131      	517.8   	-9.81 	22   	38.1    	259     	5414.6      	5404.6      
1132      	517.5   	-9.83 	21   	38.3    	259     	5419.2      	5409.2      
1133      	517.2   	-9.84 	21   	38.5    	259     	5423.8      	5413.8      
1134      	516.9   	-9.86 	21   	38.7    	260     	5428.4      	5418.4      
1135      	516.6   	-9.88 	21   	38.9    	260     	5433.0      	5423.0      
1136      	516.3   	-9.90 	21   	39.1    	260     	5437.6      	5427.6      
1137      	516.0   	-9.91 	21   	39.3    	260     	5442.2      	5432.2      
1138      	515.7   	-9.93 	21   	39.5    	260     	5446.8      	5436.8      
1139      	515.4   	-9.95 	21   	39.7    	260     	5451.5      	5441.4      
1140      	515.1   	-9.96 	21   	39.6    	260     	5456.1      	5446.0      
1141      	514.8   	-9.98 	21   	39.6    	260     	5460.7      	5450.6      
1142      	514.5   	-10.00	21   	39.5    	260     	5465.3      	5455.2      
1143      	514.2   	-10.02	21   	39.5    	260     	5469.9      	5459.8      
1144      	513.8   	-10.03	21   	39.4    	259     	5474.5      	5464.4      
1145      	513.5   	-10.05	21   	39.4    	259     	5479.1      	5469.0      
1146      	513.2   	-10.07	21   	39.3    	259     	5483.7      	5473.6      
1147      	512.9   	-10.09	21   	39.2    	259     	5488.4      	5478.2      
1148      	512.6   	-10.10	21   	39.2    	259     	5493.0      	5482.8      
1149      	512.3   	-10.12	21   	39.1    	259     	5497.6      	5487.4      
1150      	512.0   	-10.15	21   	39.1    	258     	5502.2      	5492.0      
1151      	511.7   	-10.18	21   	39.0    	258     	5506.8      	5496.6      
1152      	511.4   	-10.22	21   	39.0    	258     	5511.4      	5501.2      
1153      	511.1   	-10.25	21   	38.9    	258     	5516.0      	5505.8      
1154      	510.8   	-10.28	21   	38.9    	258     	5520.6      	5510.4      
1155      	510.5   	-10.31	21   	38.8    	258     	5525.3      	5515.0      
1156      	510.2   	-10.34	21   	38.8    	257     	5529.9      	5519.6      
1157      	509.9   	-10.37	21   	38.7    	257     	5534.5      	5524.2      
1158      	509.6   	-10.40	21   	38.7    	257     	5539.1      	5528.8      
1159      	509.3   	-10.44	21   	38.6    	257     	5543.7      	5533.4      
1160      	509.0   	-10.47	21   	38.6    	257     	5548.3      	5537.9      
1161      	508.7   	-10.50	21   	38.5    	257     	5552.8      	5542.5      
1162      	508.4   	-10.53	21   	38.4    	257     	5557.3      	5546.9      
1163      	508.1   	-10.56	21   	38.3    	257     	5561.8      	5551.4      
1164      	507.8   	-10.59	21   	38.2    	257     	5566.2      	5555.8      
1165      	507.5   	-10.62	21   	38.1    	256     	5570.7      	5560.2      
1166      	507.2   	-10.66	21   	38.1    	256     	5575.1      	5564.7      
1167      	506.9   	-10.70	21   	38.0    	256     	5579.6      	5569.1      
1168      	506.6   	-10.74	21   	37.9    	256     	5584.0      	5573.6      
1169      	506.3   	-10.78	21   	37.8    	256     	5588.5      	5578.0      
1170      	506.0   	-10.81	21   	37.7    	256     	5593.0      	5582.5      
1171      	505.7   	-10.85	21   	37.6    	256     	5597.4      	5586.9      
1172      	505.4   	-10.89	21   	37.6    	256     	5601.9      	5591.4      
1173      	505.1   	-10.93	21   	37.5    	256     	5606.3      	5595.8      
1174      	504.8   	-10.97	21   	37.4    	256     	5610.8      	5600.3      
1175      	504.6   	-11.01	21   	37.3    	256     	5615.3      	5604.7      
1176      	504.3   	-11.04	21   	37.2    	256     	5619.7      	5609.2      
1177      	504.0   	-11.08	22   	37.1    	255     	5624.2      	5613.6      
1178      	503.7   	-11.12	22   	37.1    	255     	5628.6      	5618.1      
1179      	503.4   	-11.16	22   	37.0    	255     	5633.1      	5622.5      
1180      	503.1   	-11.20	22   	36.9    	255     	5637.6      	5626.9      
1181      	502.8   	-11.24	22   	37.0    	255     	5642.0      	5631.4      
1182      	502.5   	-11.28	22   	37.1    	256     	5646.5      	5635.8      
1183      	502.2   	-11.32	22   	37.2    	256     	5650.9      	5640.3      
1184      	501.9   	-11.36	22   	37.3    	256     	5655.4      	5644.7      
1185      	501.6   	-11.40	22   	37.4    	256     	5659.9      	5649.2      
1186      	501.3   	-11.44	22   	37.5    	256     	5664.3      	5653.6      
1187      	501.1   	-11.48	22   	37.6    	256     	5668.8      	5658.1      
1188      	500.8   	-11.52	22   	37.7    	257     	5673.2      	5662.5      
1189      	500.5   	-11.56	23   	37.8    	257     	5677.7      	5667.0      
1190      	500.2   	-11.60	23   	37.9    	257     	5682.1      	5671.4      
1191      	499.9   	-11.64	23   	38.0    	257     	5686.6      	5675.9      
1192      	499.6   	-11.68	23   	38.1    	257     	5691.2      	5680.4      
1193      	499.3   	-11.72	23   	38.2    	257     	5695.8      	5685.0      
1194      	499.0   	-11.77	23   	38.3    	258     	5700.4      	5689.6      
1195      	498.7   	-11.81	23   	38.4    	258     	5705.0      	5694.2      
1196      	498.4   	-11.85	23   	38.5    	258     	5709.6      	5698.8      
1197      	498.1   	-11.89	23   	38.6    	258     	5714.3      	5703.4      
1198      	497.8   	-11.93	23   	38.7    	258     	5718.9      	5708.0      
1199      	497.5   	-11.97	23   	38.8    	258     	5723.5      	5712.6      
1200      	497.2   	-12.01	23   	38.9    	259     	5728.1      	5717.3      
1201      	496.9   	-12.05	23   	38.9    	259     	5732.7      	5721.9      
1202      	496.6   	-12.09	24   	38.9    	259     	5737.4      	5726.5      
1203      	496.3   	-12.13	24   	38.9    	259     	5742.0      	5731.1      
1204      	496.0   	-12.17	24   	38.9    	259     	5746.6      	5735.7      
1205      	495.7   	-12.20	24   	38.9    	259     	5751.2      	5740.3      
1206      	495.4   	-12.24	24   	38.9    	260     	5755.8      	5744.9      
1207      	495.1   	-12.28	24   	38.9    	260     	5760.4      	5749.5      
1208      	494.8   	-12.32	24   	38.9    	260     	5765.1      	5754.1      
1209      	494.5   	-12.36	24   	38.9    	260     	5769.7      	5758.7      
1210      	494.2   	-12.40	24   	38.9    	260     	5774.3      	5763.3      
1211      	493.9   	-12.44	24   	38.9    	260     	5778.9      	5767.9      
1212      	493.6   	-12.48	24   	38.9    	260     	5783.5      	5772.5      
1213      	493.3   	-12.52	24   	39.0    	261     	5788.2      	5777.1      
1214      	493.0   	-12.56	24   	39.0    	261     	5792.8      	5781.7      
1215      	492.7   	-12.59	24   	39.0    	261     	5797.4      	5786.3      
1216      	492.4   	-12.62	24   	39.0    	261     	5802.0      	5791.0      
1217      	492.1   	-12.65	24   	39.0    	261     	5806.6      	5795.6      
1218      	491.8   	-12.68	24   	39.0    	261     	5811.3      	5800.2      
1219      	491.5   	-12.71	24   	39.0    	262     	5815.9      	5804.8      
1220      	491.2   	-12.74	24   	39.0    	262     	5820.5      	5809.4      
1221      	490.9   	-12.77	24   	39.0    	262     	5825.1      	5814.0      
1222      	490.7   	-12.81	24   	38.9    	262     	5829.7      	5818.6      
1223      	490.4   	-12.84	24   	38.8    	261     	5834.2      	5823.1      
1224      	490.1   	-12.87	24   	38.8    	261     	5838.7      	5827.6      
1225      	489.8   	-12.90	24   	38.7    	261     	5843.3      	5832.1      
1226      	489.5   	-12.93	24   	38.6    	261     	5847.8      	5836.6      
1227      	489.2   	-12.96	24   	38.5    	261     	5852.3      	5841.1      
1228      	488.9   	-12.99	24   	38.5    	261     	5856.8      	5845.6      
1229      	488.6   	-13.02	24   	38.4    	260     	5861.3      	5850.1      
1230      	488.3   	-13.06	24   	38.3    	260     	5865.8      	5854.6      
1231      	488.0   	-13.09	24   	38.2    	260     	5870.3      	5859.0      
1232      	487.8   	-13.13	24   	38.2    	260     	5874.8      	5863.5      
1233      	487.5   	-13.16	24   	38.1    	260     	5879.3      	5868.0      
1234      	487.2   	-13.19	24   	38.0    	260     	5883.8      	5872.5      
1235      	486.9   	-13.23	24   	38.0    	259     	5888.3      	5877.0      
1236      	486.6   	-13.26	24   	37.9    	259     	5892.9      	5881.5      
1237      	486.3   	-13.30	24   	37.8    	259     	5897.4      	5886.0      
1238      	486.0   	-13.33	24   	37.7    	259     	5901.9      	5890.5      
1239      	485.7   	-13.36	24   	37.7    	259     	5906.4      	5895.0      
1240      	485.5   	-13.40	24   	37.6    	258     	5910.9      	5899.5      
1241      	485.2   	-13.43	24   	37.5    	258     	5915.4      	5904.0      
1242      	484.9   	-13.47	24   	37.6    	258     	5919.9      	5908.5      
1243      	484.6   	-13.50	24   	37.7    	258     	5924.4      	5913.0      
1244      	484.3   	-13.54	24   	37.8    	259     	5928.9      	5917.5      
1245      	484.0   	-13.57	24   	37.9    	259     	5933.4      	5922.0      
1246      	483.7   	-13.60	24   	38.0    	259     	5938.0      	5926.5      
1247      	483.5   	-13.63	24   	38.1    	259     	5942.5      	5931.0      
